Fra;Til;Målenavn;Volum;Enhet;Kvalitet;Registreringstidspunkt
2026-03-28T13:00:00+01:00;2026-03-28T14:00:00+01:00;KWH 60 Forbruk;2,398;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T14:00:00+01:00;2026-03-28T15:00:00+01:00;KWH 60 Forbruk;1,704;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T15:00:00+01:00;2026-03-28T16:00:00+01:00;KWH 60 Forbruk;1,519;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T16:00:00+01:00;2026-03-28T17:00:00+01:00;KWH 60 Forbruk;2,100;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T17:00:00+01:00;2026-03-28T18:00:00+01:00;KWH 60 Forbruk;1,433;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T18:00:00+01:00;2026-03-28T19:00:00+01:00;KWH 60 Forbruk;1,524;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T19:00:00+01:00;2026-03-28T20:00:00+01:00;KWH 60 Forbruk;1,729;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T20:00:00+01:00;2026-03-28T21:00:00+01:00;KWH 60 Forbruk;2,100;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T21:00:00+01:00;2026-03-28T22:00:00+01:00;KWH 60 Forbruk;1,579;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T22:00:00+01:00;2026-03-28T23:00:00+01:00;KWH 60 Forbruk;1,543;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-28T23:00:00+01:00;2026-03-29T00:00:00+01:00;KWH 60 Forbruk;2,102;kWh;Målt;2026-03-29T12:47:14+02:00
2026-03-29T00:00:00+01:00;2026-03-29T01:00:00+01:00;KWH 60 Forbruk;1,978;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T01:00:00+01:00;2026-03-29T03:00:00+02:00;KWH 60 Forbruk;1,575;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T03:00:00+02:00;2026-03-29T04:00:00+02:00;KWH 60 Forbruk;1,513;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T04:00:00+02:00;2026-03-29T05:00:00+02:00;KWH 60 Forbruk;2,238;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T05:00:00+02:00;2026-03-29T06:00:00+02:00;KWH 60 Forbruk;1,448;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T06:00:00+02:00;2026-03-29T07:00:00+02:00;KWH 60 Forbruk;1,796;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T07:00:00+02:00;2026-03-29T08:00:00+02:00;KWH 60 Forbruk;1,511;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T08:00:00+02:00;2026-03-29T09:00:00+02:00;KWH 60 Forbruk;2,533;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T09:00:00+02:00;2026-03-29T10:00:00+02:00;KWH 60 Forbruk;1,561;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T10:00:00+02:00;2026-03-29T11:00:00+02:00;KWH 60 Forbruk;1,634;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T11:00:00+02:00;2026-03-29T12:00:00+02:00;KWH 60 Forbruk;1,751;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T12:00:00+02:00;2026-03-29T13:00:00+02:00;KWH 60 Forbruk;2,242;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T13:00:00+02:00;2026-03-29T14:00:00+02:00;KWH 60 Forbruk;1,690;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T14:00:00+02:00;2026-03-29T15:00:00+02:00;KWH 60 Forbruk;1,550;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T15:00:00+02:00;2026-03-29T16:00:00+02:00;KWH 60 Forbruk;1,963;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T16:00:00+02:00;2026-03-29T17:00:00+02:00;KWH 60 Forbruk;2,426;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T17:00:00+02:00;2026-03-29T18:00:00+02:00;KWH 60 Forbruk;2,506;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T18:00:00+02:00;2026-03-29T19:00:00+02:00;KWH 60 Forbruk;2,703;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T19:00:00+02:00;2026-03-29T20:00:00+02:00;KWH 60 Forbruk;2,190;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T20:00:00+02:00;2026-03-29T21:00:00+02:00;KWH 60 Forbruk;2,061;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T21:00:00+02:00;2026-03-29T22:00:00+02:00;KWH 60 Forbruk;2,128;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T22:00:00+02:00;2026-03-29T23:00:00+02:00;KWH 60 Forbruk;2,191;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-29T23:00:00+02:00;2026-03-30T00:00:00+02:00;KWH 60 Forbruk;2,221;kWh;Målt;2026-03-30T06:22:34+02:00
2026-03-30T00:00:00+02:00;2026-03-30T01:00:00+02:00;KWH 60 Forbruk;3,199;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T01:00:00+02:00;2026-03-30T02:00:00+02:00;KWH 60 Forbruk;1,645;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T02:00:00+02:00;2026-03-30T03:00:00+02:00;KWH 60 Forbruk;1,732;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T03:00:00+02:00;2026-03-30T04:00:00+02:00;KWH 60 Forbruk;1,769;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T04:00:00+02:00;2026-03-30T05:00:00+02:00;KWH 60 Forbruk;2,135;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T05:00:00+02:00;2026-03-30T06:00:00+02:00;KWH 60 Forbruk;1,781;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T06:00:00+02:00;2026-03-30T07:00:00+02:00;KWH 60 Forbruk;1,773;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T07:00:00+02:00;2026-03-30T08:00:00+02:00;KWH 60 Forbruk;2,323;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T08:00:00+02:00;2026-03-30T09:00:00+02:00;KWH 60 Forbruk;3,435;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T09:00:00+02:00;2026-03-30T10:00:00+02:00;KWH 60 Forbruk;3,923;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T10:00:00+02:00;2026-03-30T11:00:00+02:00;KWH 60 Forbruk;2,558;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T11:00:00+02:00;2026-03-30T12:00:00+02:00;KWH 60 Forbruk;3,041;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T12:00:00+02:00;2026-03-30T13:00:00+02:00;KWH 60 Forbruk;2,921;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T13:00:00+02:00;2026-03-30T14:00:00+02:00;KWH 60 Forbruk;1,971;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T14:00:00+02:00;2026-03-30T15:00:00+02:00;KWH 60 Forbruk;2,058;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T15:00:00+02:00;2026-03-30T16:00:00+02:00;KWH 60 Forbruk;2,640;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T16:00:00+02:00;2026-03-30T17:00:00+02:00;KWH 60 Forbruk;2,682;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T17:00:00+02:00;2026-03-30T18:00:00+02:00;KWH 60 Forbruk;4,376;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T18:00:00+02:00;2026-03-30T19:00:00+02:00;KWH 60 Forbruk;4,033;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T19:00:00+02:00;2026-03-30T20:00:00+02:00;KWH 60 Forbruk;3,511;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T20:00:00+02:00;2026-03-30T21:00:00+02:00;KWH 60 Forbruk;3,300;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T21:00:00+02:00;2026-03-30T22:00:00+02:00;KWH 60 Forbruk;1,915;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T22:00:00+02:00;2026-03-30T23:00:00+02:00;KWH 60 Forbruk;1,584;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-30T23:00:00+02:00;2026-03-31T00:00:00+02:00;KWH 60 Forbruk;1,114;kWh;Målt;2026-03-31T06:36:08+02:00
2026-03-31T00:00:00+02:00;2026-03-31T01:00:00+02:00;KWH 60 Forbruk;1,794;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T01:00:00+02:00;2026-03-31T02:00:00+02:00;KWH 60 Forbruk;1,513;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T02:00:00+02:00;2026-03-31T03:00:00+02:00;KWH 60 Forbruk;1,252;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T03:00:00+02:00;2026-03-31T04:00:00+02:00;KWH 60 Forbruk;1,787;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T04:00:00+02:00;2026-03-31T05:00:00+02:00;KWH 60 Forbruk;1,685;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T05:00:00+02:00;2026-03-31T06:00:00+02:00;KWH 60 Forbruk;1,591;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T06:00:00+02:00;2026-03-31T07:00:00+02:00;KWH 60 Forbruk;1,506;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T07:00:00+02:00;2026-03-31T08:00:00+02:00;KWH 60 Forbruk;2,249;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T08:00:00+02:00;2026-03-31T09:00:00+02:00;KWH 60 Forbruk;2,690;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T09:00:00+02:00;2026-03-31T10:00:00+02:00;KWH 60 Forbruk;3,482;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T10:00:00+02:00;2026-03-31T11:00:00+02:00;KWH 60 Forbruk;1,489;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T11:00:00+02:00;2026-03-31T12:00:00+02:00;KWH 60 Forbruk;1,773;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T12:00:00+02:00;2026-03-31T13:00:00+02:00;KWH 60 Forbruk;3,071;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T13:00:00+02:00;2026-03-31T14:00:00+02:00;KWH 60 Forbruk;3,332;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T14:00:00+02:00;2026-03-31T15:00:00+02:00;KWH 60 Forbruk;1,706;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T15:00:00+02:00;2026-03-31T16:00:00+02:00;KWH 60 Forbruk;1,510;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T16:00:00+02:00;2026-03-31T17:00:00+02:00;KWH 60 Forbruk;3,181;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T17:00:00+02:00;2026-03-31T18:00:00+02:00;KWH 60 Forbruk;2,027;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T18:00:00+02:00;2026-03-31T19:00:00+02:00;KWH 60 Forbruk;2,880;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T19:00:00+02:00;2026-03-31T20:00:00+02:00;KWH 60 Forbruk;3,303;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T20:00:00+02:00;2026-03-31T21:00:00+02:00;KWH 60 Forbruk;2,625;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T21:00:00+02:00;2026-03-31T22:00:00+02:00;KWH 60 Forbruk;2,599;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T22:00:00+02:00;2026-03-31T23:00:00+02:00;KWH 60 Forbruk;2,346;kWh;Målt;2026-04-01T06:21:52+02:00
2026-03-31T23:00:00+02:00;2026-04-01T00:00:00+02:00;KWH 60 Forbruk;2,107;kWh;Målt;2026-04-01T06:21:52+02:00
2026-04-01T00:00:00+02:00;2026-04-01T01:00:00+02:00;KWH 60 Forbruk;2,949;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T01:00:00+02:00;2026-04-01T02:00:00+02:00;KWH 60 Forbruk;1,200;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T02:00:00+02:00;2026-04-01T03:00:00+02:00;KWH 60 Forbruk;1,028;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T03:00:00+02:00;2026-04-01T04:00:00+02:00;KWH 60 Forbruk;1,218;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T04:00:00+02:00;2026-04-01T05:00:00+02:00;KWH 60 Forbruk;1,885;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T05:00:00+02:00;2026-04-01T06:00:00+02:00;KWH 60 Forbruk;1,445;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T06:00:00+02:00;2026-04-01T07:00:00+02:00;KWH 60 Forbruk;1,317;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T07:00:00+02:00;2026-04-01T08:00:00+02:00;KWH 60 Forbruk;1,863;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T08:00:00+02:00;2026-04-01T09:00:00+02:00;KWH 60 Forbruk;1,986;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T09:00:00+02:00;2026-04-01T10:00:00+02:00;KWH 60 Forbruk;3,163;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T10:00:00+02:00;2026-04-01T11:00:00+02:00;KWH 60 Forbruk;3,957;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T11:00:00+02:00;2026-04-01T12:00:00+02:00;KWH 60 Forbruk;1,850;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T12:00:00+02:00;2026-04-01T13:00:00+02:00;KWH 60 Forbruk;1,412;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T13:00:00+02:00;2026-04-01T14:00:00+02:00;KWH 60 Forbruk;1,880;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T14:00:00+02:00;2026-04-01T15:00:00+02:00;KWH 60 Forbruk;1,674;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T15:00:00+02:00;2026-04-01T16:00:00+02:00;KWH 60 Forbruk;1,290;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T16:00:00+02:00;2026-04-01T17:00:00+02:00;KWH 60 Forbruk;1,560;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T17:00:00+02:00;2026-04-01T18:00:00+02:00;KWH 60 Forbruk;1,994;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T18:00:00+02:00;2026-04-01T19:00:00+02:00;KWH 60 Forbruk;1,523;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T19:00:00+02:00;2026-04-01T20:00:00+02:00;KWH 60 Forbruk;1,361;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T20:00:00+02:00;2026-04-01T21:00:00+02:00;KWH 60 Forbruk;1,518;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T21:00:00+02:00;2026-04-01T22:00:00+02:00;KWH 60 Forbruk;2,064;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T22:00:00+02:00;2026-04-01T23:00:00+02:00;KWH 60 Forbruk;1,504;kWh;Målt;2026-04-02T12:47:05+02:00
2026-04-01T23:00:00+02:00;2026-04-02T00:00:00+02:00;KWH 60 Forbruk;1,364;kWh;Målt;2026-04-02T12:47:05+02:00
